lat,oddlat,lon,oddlong,oblig_proportion,Oblig&fac_proportion,Oblig&Fac&Linked_proportion,Direct&Indirect_proportion,Direct&Indirect_proportion_alternate_1,Oblig_Count,Oblig&Fac_Count,Oblig&Fac&Linked_Count,Direct&Indirect_Count,Direct&Indirect_Count_alternate_1,cor_diversity,Coral Diversity Original,fish_sp_div,LogFishDiv,fish_gen_div,reef_fraction,fraction_30m,isolation,mean_Present.Surface.Phytoplankton.Mean,mean_Present.Surface.Primary.productivity.Mean,mean_Present.Surface.Salinity.Mean,mean_Present.Surface.Temperature.Mean,mean_Present.Surface.Temperature.Range,mean_bo_ph.asc,min_Present.Surface.Phytoplankton.Mean,min_Present.Surface.Primary.productivity.Mean,min_Present.Surface.Salinity.Mean,min_Present.Surface.Temperature.Mean,min_Present.Surface.Temperature.Range,min_bo_ph.asc,max_Present.Surface.Phytoplankton.Mean,max_Present.Surface.Primary.productivity.Mean,max_Present.Surface.Salinity.Mean,max_Present.Surface.Temperature.Mean,max_Present.Surface.Temperature.Range,max_bo_ph.asc,fish_mean_troph,fish_var_troph,fish_mean_size,fish_var_size,fish_mean_vuln,fish_min_depth,fish_max_depth,Province,Region,Fish?,Coral?,Realm,Prin1,Prin2,Prin3,Prin4,Prin5,Fish Richness Predicted With Corals,Fish Richness Predicted Without Corals,PredictedSpeciesLost,Predicted%SpeciesLost,ExpectedSpeciesremainingAfterLoss,PC1-Coral Association,Residual PC1-Coral Association,FishRichnessUnrelatedToCorals,Pred Formula FishRichnessUnrelatedToCorals,Pred Formula Direct&Indirect_Count,UnrelatedToCoralsNoCoral,CoralDependentNoCoral,phylo_div,func_div,fe_n
15.5,1,39.5,1,0.004712535,0.03864279,0.153628652,0.193539379,0.161175729,5,41,163,205.345281,171.007448,62,62,1060,6.966024187,570,0.32,0.132430556,0.067,1.179921517,0.00708195,36.94776468,29.9590257,6.485263333,8.112332026,1.136783,0.006053,36.888425,29.877201,6.349998,8.111109734,1.136783,0.006053,36.888425,29.877201,6.349998,8.111109734,3.539638783,0.573758424,58.63861868,106.6628687,33.11027358,57.89716981,519.5801887,north western Indian,western Indian,1,1,Indo-Pacific,0.491985924,0.163016509,-2.676302999,2.170168941,2.45610163,1931.203064,1144.195775,787.0072897,0.407521769,628.0269245,-0.588458621,1.472966044,854.654719,1471.493225,333.0386128,887.4438331,124.5962538,37749.2231013067,0.002032101532182,210
15.5,1,40.5,0,0.004562044,0.038321168,0.160583942,0.203060457,0.169080089,5,42,176,222.5542608,185.311778,62,62,1095,6.998509642,583,0.53,0.567361111,0.058,1.332223504,0.009317561,36.87393228,29.72008843,7.083736691,8.114033391,1.19436,0.006328,36.774043,29.408743,6.604137,8.11100769,1.19436,0.006328,36.774043,29.408743,6.604137,8.11100769,3.538156682,0.568497343,57.94106181,105.5402203,32.8390411,56.16712329,503.7808219,north western Indian,western Indian,1,1,Indo-Pacific,0.654336374,0.761857952,-2.632498409,1.994064648,2.29708305,1891.140509,1120.459583,770.6809262,0.407521769,648.7636626,-0.502945524,1.576216741,872.4457392,1458.127264,327.4420907,874.0778729,118.9997318,38763.6597693125,0.002034331536065,214
15.5,1,41.5,1,0.006289308,0.038634322,0.16621743,0.210026315,0.175208044,7,43,185,233.7592883,195.006553,62,62,1112,7.013915475,584,0.02,0.1325,0.121,1.273595021,0.007500493,36.67149465,29.25455004,7.524017993,8.115665012,1.105843,0.004953,36.606534,29.124653,7.025471,8.111591339,1.105843,0.004953,36.606534,29.124653,7.025471,8.111591339,3.536818182,0.564638954,57.12653134,104.5990208,32.58459532,53.51798561,490.9055755,north western Indian,western Indian,1,1,Indo-Pacific,0.128908473,0.828606027,-2.724709214,1.464074974,2.200527,1739.53218,1030.634948,708.8972318,0.407521769,658.8357925,-0.245827553,1.586391254,878.2407117,1399.946938,315.9866802,815.8975463,107.5443213,38988.9742287493,0.002223348630973,216
15.5,1,42.5,0,0.007073386,0.038019452,0.16622458,0.209956333,0.175266815,8,43,188,237.4606131,198.226768,62,62,1130,7.029972912,589,0.47,0.262708333,0.146,1.160511871,0.005725319,36.59976874,29.46863696,6.96320706,8.117772275,1.103991,0.004928,36.493334,29.229233,6.675102,8.113456726,1.103991,0.004928,36.493334,29.229233,6.675102,8.113456726,3.535778175,0.56220311,56.70144226,103.916378,32.50587611,53.1460177,483.020354,north western Indian,western Indian,1,1,Indo-Pacific,0.117113444,0.447865367,-2.612129346,1.505644262,2.147468438,1756.306252,1040.573221,715.7330314,0.407521769,669.5004007,-0.18607826,1.559887851,892.5393869,1412.05593,320.9451618,828.0065387,112.5028029,39374.1754523679,0.002227042763816,217
15.5,1,94.5,0,0.005277045,0.03298153,0.137862797,0.171383205,0.143436002,8,50,209,259.8169386,217.4489793,62,62,1515,7.323170718,739,0.06,0.341875,0.563,1.950163957,0.024719453,28.74246718,28.56367324,4.863398662,8.193643585,0.676692,0.002457,26.624884,28.456976,4.560001,8.19299984,0.676692,0.002457,26.624884,28.456976,4.560001,8.19299984,3.529688535,0.55556105,52.89914419,94.57152989,32.01814521,56.73333333,432.2462046,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,3.695525812,-1.403605637,1.832471106,-5.280471346,-0.071302361,2619.852941,1552.205835,1067.647106,0.407521769,897.6045195,-0.924218523,-0.746665657,1255.183061,2147.808223,452.9413008,1563.758832,244.4989419,49140.038845821,0.002577858757097,246
15.5,1,108.5,0,0.005547151,0.032274332,0.149268785,0.183473299,0.15669258,11,64,296,363.8275516,310.7213854,72,72,1982,7.591861715,863,0.1,0.126736111,0.355,1.438370586,0.01030369,33.16463359,26.92115834,7.880688259,8.207470234,1.185546,0.005645,33.040249,26.638971,7.465485,8.20497036,1.185546,0.005645,33.040249,26.638971,7.465485,8.20497036,3.494407728,0.563189806,46.07661633,83.16642283,30.63980827,56.70332997,393.5166498,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,0.522156519,2.347457325,0.021375868,-1.717179894,0.594548765,1751.800845,953.874825,797.9260197,0.455489003,1079.220797,-0.760393494,0.117964738,1618.172448,1590.963631,361.6297138,912.7127244,119.5676195,58413.7282265548,0.002881329694799,280
15.5,1,109.5,1,0.005489022,0.03243513,0.150199601,0.184003474,0.157541953,11,65,301,368.7429619,315.7140732,72,72,2003,7.602401336,869,0.03,0.034722222,0.467,1.037837472,0.003638389,33.16784167,27.49709553,7.309510576,8.208341585,0.904916,0.001897,33.072712,27.023197,6.648283,8.205656052,0.904916,0.001897,33.072712,27.023197,6.648283,8.205656052,3.490639155,0.561965907,45.73900454,82.80078048,30.53677983,57.11482776,390.2231653,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-0.637774543,0.756678423,-0.13939663,-1.945259318,0.624445082,1665.270526,906.7581149,758.5124111,0.455489003,1090.655528,-0.752087972,-0.26345562,1634.257038,1560.908456,361.4278557,882.6575502,119.3657615,58809.8875159564,0.002951068346085,281
15.5,1,111.5,1,0.005306319,0.031355523,0.15002412,0.182634034,0.156439042,11,65,311,378.6003518,324.2981338,71,71,2072,7.636269603,891,0.03,0.000416667,0.676,0.903005021,0.001851507,32.99473347,28.03904101,5.910588063,8.204026964,0.894703,0.001794,32.939513,27.945957,5.493048,8.19965744,0.894703,0.001794,32.939513,27.945957,5.493048,8.19965744,3.492843233,0.560977376,44.92899854,81.61481877,30.30751931,57.94015444,388.2350386,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-0.280595541,-0.427054732,-0.0091547,-1.570890336,0.686558869,1505.790058,826.8707992,678.9192591,0.450872454,1137.792275,-0.806376937,-1.096457506,1693.399648,1453.129336,367.3228715,784.2985811,128.6227508,59960.4043326848,0.002965594045718,282
15.5,1,117.5,1,0.006363636,0.030454545,0.155,0.186931224,0.16114755,14,67,341,411.248692,354.5246096,71,71,2199,7.695757991,924,0.03,0.016388889,0.734,0.898706292,0.001923653,32.8765519,28.68763163,4.579494271,8.213344998,0.895671,0.001858,32.74552,28.514847,4.199999,8.208680153,0.895671,0.001858,32.74552,28.514847,4.199999,8.208680153,3.489807163,0.558691949,43.52537132,79.38549886,29.96874034,59.96316508,384.363347,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,0.129270536,-1.350248646,0.438843075,-1.153647859,0.60396574,1582.758121,869.1360826,713.6220384,0.450872454,1207.531473,-0.66526651,-1.154303686,1787.751308,1495.286397,386.5994041,826.4556422,147.8992834,62454.0524461465,0.003003996027004,290
15.5,1,119.5,1,0.006610842,0.029087704,0.152930807,0.183120466,0.158061437,15,66,347,415.5003371,358.6414004,82,82,2268,7.726653665,938,0.18,0.039513889,0.577,0.981074741,0.003407094,32.45474699,28.94396783,4.096290122,8.204752901,0.906564,0.002064,32.102779,28.877588,3.780001,8.200871468,0.906564,0.002064,32.102779,28.877588,3.780001,8.200871468,3.488017817,0.555982919,43.04608917,78.39853865,29.88490741,60.88315697,382.7707231,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,0.74046895,-1.76222036,0.564274107,-1.357712832,0.581648229,2188.556508,1095.213221,1093.343287,0.499572793,1134.968905,-0.713828725,-0.580385362,1852.499663,1833.081927,450.9552198,1060.629506,175.2733903,63706.0675934691,0.003040171416913,295
15.5,1,120.5,0,0.006437768,0.027896996,0.151072961,0.180432479,0.156064958,15,65,352,420.407676,363.6313512,82,82,2329,7.75319427,950,0.02,0.00875,0.597,1.4385985,0.0146145,32.107443,28.9041545,3.774495,8.202482224,1.41749,0.014112,32.088338,28.901611,3.773882,8.202363968,1.41749,0.014112,32.088338,28.901611,3.773882,8.202363968,3.487602948,0.552264301,42.5740513,77.72765721,29.87593388,64.12623444,390.2915414,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,3.778303906,0.276313096,1.255403403,-0.098338887,0.489916548,2170.139306,1085.996752,1084.142554,0.499572793,1165.494965,-0.790046367,-0.793159532,1908.592324,1764.399893,463.2724163,991.9474723,187.5905868,64740.5918279791,0.003153841563032,295
15.5,1,121.5,1,0.006457167,0.028411537,0.150667241,0.179407352,0.155461179,15,66,350,416.7632786,361.1363183,82,82,2322,7.750184162,949,0.18,0.016111111,0.584,1.419424158,0.012360816,33.74435172,28.47894829,4.490508,8.176955223,1.009992,0.003823,33.54819,28.407427,4.43,8.175008774,1.009992,0.003823,33.54819,28.407427,4.43,8.175008774,3.486907351,0.552362915,42.34694333,77.64494414,29.79117571,63.4039621,392.2566753,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,1.105702317,-0.315674664,-0.201732612,-0.238166541,0.359640361,1838.518092,920.0444738,918.4736182,0.499572793,1161.991975,-0.784497863,-0.719984016,1905.236721,1611.168693,416.3444413,838.7162717,140.6626118,64491.9629458181,0.003084008976715,295
15.5,1,122.5,0,0.007365685,0.027729636,0.153379549,0.182221343,0.157576853,17,64,354,420.5668606,363.6873763,82,82,2307,7.743703258,942,0.01,0.000208333,0.575,0.954479778,0.003144694,33.97965751,28.64567986,4.501695396,8.171860915,0.813892,0.001434,33.732536,28.440485,4.341705,8.169057846,0.813892,0.001434,33.732536,28.440485,4.341705,8.169057846,3.48642732,0.554325155,42.50178578,78.05936561,29.79823147,61.76679671,390.7663632,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-0.162677757,-1.24984867,-0.609426678,-0.523467428,0.430965189,1832.619987,917.0929018,915.5270857,0.499572793,1154.485567,-0.677457509,-0.551007887,1886.433139,1622.865705,409.8276512,850.413284,134.1458216,63980.4448484568,0.003076748515668,298
15.5,1,145.5,1,0.014519056,0.047186933,0.243194192,0.287622115,0.248837546,16,52,268,316.9595712,274.2189753,62,62,1101,7.003974137,510,0.11,0.005208333,0.989,0.73813125,0.00100541,34.5741374,28.85245925,3.070285785,8.251895931,0.714335,0.000891,34.51792,28.807493,2.9,8.244664192,0.714335,0.000891,34.51792,28.807493,2.9,8.244664192,3.416146789,0.602621046,42.23862352,83.59246593,28.95297911,28.02179837,321.9682107,central Pacific,central Pacific,1,1,Indo-Pacific,-1.083851285,-2.037994915,0.716241205,0.535259954,0.408539325,1085.087012,642.8904329,442.1965789,0.407521769,652.318532,1.785666002,0.324713369,784.0404288,1067.965712,327.7540638,483.9163204,119.3117049,36616.1475090684,0.002087425828066,241
14.5,0,-83.5,0,0.002302379,0.037605526,0.099002302,0.132183018,0.108199076,3,49,129,172.2344722,140.9833957,26,26,1302,7.171656823,664,0.04,0.26375,0.631,1.024576923,0.007123769,35.31511635,28.25317662,3.789352558,7.967718506,0.864331,0.003778,34.899367,28.193827,3.70208,7.952499866,0.864331,0.003778,34.899367,28.193827,3.70208,7.952499866,3.569313801,0.55717005,57.32431216,101.0372362,33.96206605,93.09754224,665.8049155,Caribbean,western Atlantic,1,1,Atlantic,1.251518422,-1.221322816,-4.440035213,0.367270995,-1.032959316,937.3221162,752.589118,184.7329982,0.197085927,1045.394123,-1.612563887,-1.704731403,1129.765528,869.4219717,170.9215419,624.4980334,83.51023011,42938.5712519551,0.002284776975025,252
14.5,0,-82.5,1,0.002962963,0.036296296,0.098518519,0.130202301,0.107320305,4,49,133,175.7731064,144.8824123,26,26,1349,7.207118856,685,0.42,0.843402778,0.648,0.681181528,0.001850507,35.63842547,28.25700301,3.458664764,7.972063825,0.557742,0.0006,35.334537,28.204027,3.200001,7.956114769,0.557742,0.0006,35.334537,28.204027,3.200001,7.956114769,3.568452381,0.552121437,56.67970995,100.1431368,33.74084507,95.40696812,663.4195701,Caribbean,western Atlantic,1,1,Atlantic,-0.157752672,-2.254526034,-4.678113094,0.289745933,-1.222350579,912.670835,732.7962574,179.8745776,0.197085927,1083.131084,-1.597336004,-1.725831621,1173.226894,859.008375,162.0869688,614.0844367,74.67565698,43741.3634175553,0.002296885595142,257
14.5,0,-81.5,0,0.002896452,0.036205648,0.096307024,0.128541744,0.106314593,4,50,133,177.5161482,146.8204524,26,26,1380,7.229838778,693,0.09,0.171666667,0.715,0.572370514,0.000675688,35.72954858,28.17184581,3.280835035,7.978084988,0.55272,0.000594,35.705383,28.136723,3.17,7.961908817,0.55272,0.000594,35.705383,28.136723,3.17,7.961908817,3.569163636,0.550313985,56.37975371,99.52152993,33.61588406,97.8673913,662.5231884,Caribbean,western Atlantic,1,1,Atlantic,-0.444965113,-2.261906977,-4.656913917,0.489748425,-1.26266613,837.7141353,672.6124684,165.1016669,0.197085927,1108.021421,-1.631952673,-2.020811308,1202.483852,770.2598833,152.9743429,525.3359449,65.56303114,44227.0994020295,0.002295334048135,255
14.5,0,-80.5,1,0.002824859,0.035310734,0.098163842,0.130276036,0.10815269,4,50,139,184.4708665,153.144209,26,26,1415,7.25488481,706,0.09,0.027777778,0.753,0.601381299,0.000776806,35.68332316,28.11895556,3.426641764,7.987980313,0.574946,0.000686,35.61717,28.088396,3.381887,7.970579147,0.574946,0.000686,35.61717,28.088396,3.381887,7.970579147,3.565886525,0.549215522,55.08952133,97.2221096,33.38317314,96.38515901,654.7328622,Caribbean,western Atlantic,1,1,Atlantic,-0.449519545,-2.092737542,-4.496827386,0.409135341,-1.173002091,805.533627,646.7742854,158.7593416,0.197085927,1136.123413,-1.637365405,-2.178890612,1230.529134,733.5483709,151.0298809,488.6244325,63.61856912,45098.6600609699,0.002408532947988,258
14.5,0,-61.5,0,0.002336449,0.036604361,0.109813084,0.144346865,0.117245665,3,47,141,185.3413742,150.5434335,26,26,1283,7.156956365,667,0.03,0.007291667,0.725,0.704322229,0.001727157,34.38147024,28.01162089,3.71426835,8.175520953,0.639245,0.001216,34.314691,27.781925,3.599939,8.1685009,0.639245,0.001216,34.314691,27.781925,3.599939,8.1685009,3.564296875,0.57569141,59.05766825,104.1914793,34.0154014,88.77630553,678.618862,Caribbean,western Atlantic,1,1,Atlantic,-1.010984567,-1.436403082,-0.690266807,-0.244239601,-0.457015794,943.1432953,757.2630246,185.8802707,0.197085927,1030.138756,-1.48260421,-1.934154757,1097.658626,922.9276854,195.4011223,678.003747,107.9898105,42810.5551107194,0.002584663236016,252
14.5,0,-60.5,1,0.002439024,0.038211382,0.11300813,0.149083081,0.120759907,3,47,139,183.3721894,148.5346859,26,26,1229,7.11395611,645,0.15,0.029791667,0.671,0.642302859,0.00125393,34.50303903,27.92413721,3.641568683,8.181453097,0.610505,0.000943,34.384272,27.815903,3.535444,8.173266411,0.610505,0.000943,34.384272,27.815903,3.535444,8.173266411,3.564274062,0.582125825,59.29256013,104.7937639,34.15537836,88.54353133,692.1407648,Caribbean,western Atlantic,1,1,Atlantic,-1.208609245,-1.527091723,-0.641483878,-0.19903997,-0.468391834,989.9085276,794.8114878,195.0970398,0.197085927,986.7813957,-1.380644248,-1.619563832,1045.627811,969.8764712,197.9725272,724.9525329,110.5612154,41501.089742584,0.00257502837953,248
14.5,0,40.5,0,0.004570384,0.037477148,0.152650823,0.192840513,0.160423103,5,41,167,210.9675217,175.5028752,62,62,1093,6.996681488,585,0.15,0.118263889,0.041,1.465227524,0.012102286,36.82075671,29.61967233,7.257982381,8.117878161,1.407689,0.010824,36.779352,29.451365,6.879177,8.114642143,1.407689,0.010824,36.779352,29.451365,6.879177,8.114642143,3.540682657,0.569890174,58.4074963,105.7387919,33.05963403,59.19121683,513.6834401,north western Indian,western Indian,1,1,Indo-Pacific,1.662994386,1.63522326,-2.381595316,2.40720732,2.428586975,1901.929125,1126.851603,775.0775221,0.407521769,647.5787061,-0.642569789,1.477528843,882.0324783,1438.943365,331.3793292,854.8939737,122.9369703,38886.854963765,0.0020952024116,214
14.5,0,42.5,0,0.006134969,0.03768624,0.163014899,0.205209691,0.171620015,7,43,186,234.1442577,195.8184373,62,62,1140,7.038783541,598,0.1,0.150763889,0.149,1.331281162,0.008426317,36.5582709,29.16936988,7.330148775,8.125971293,1.123195,0.005296,36.485242,28.886921,6.947027,8.121138573,1.123195,0.005296,36.485242,28.886921,6.947027,8.121138573,3.53572695,0.563085947,56.77567465,103.8051457,32.58952632,57.23245614,494.777193,north western Indian,western Indian,1,1,Indo-Pacific,0.208920924,0.996431116,-2.460785543,1.430589326,2.027556418,1703.681771,1009.394361,694.2874095,0.407521769,675.425183,-0.336832667,1.38165024,905.8557423,1386.090393,315.5645132,802.0410012,107.1221543,39843.6958625128,0.002289499677649,218
14.5,0,43.5,1,0.007011394,0.03768624,0.163014899,0.205410624,0.171676617,8,43,186,234.3735218,195.8830198,62,62,1140,7.038783541,599,0.05,0.020486111,0.17,1.557324,0.01209,36.49284025,28.91618925,6.9646735,8.130200704,1.535282,0.011432,36.484633,28.866314,6.927452,8.12970829,1.535282,0.011432,36.484633,28.866314,6.927452,8.12970829,3.534693878,0.564864056,56.82319238,103.7995068,32.63058772,56.29649123,491.5675439,north western Indian,western Indian,1,1,Indo-Pacific,1.82171579,2.221014288,-1.933147932,2.195298046,1.981780033,1669.051933,988.876936,680.1749967,0.407521769,675.425183,-0.251186781,1.350317305,905.6264782,1330.81233,321.0546553,746.7629384,112.6122964,39836.124169618,0.002300210992395,218
14.5,0,48.5,0,0.005857741,0.035983264,0.155648536,0.196756928,0.164125677,7,43,186,235.1245288,196.1301838,54,54,1194,7.085064294,622,0.03,0.012083333,0.22,2.383328438,0.02954625,36.06915444,28.07447881,5.613431,8.155539195,2.258726,0.028028,36.047784,27.965843,5.366701,8.153857231,2.258726,0.028028,36.047784,27.965843,5.366701,8.153857231,3.534234996,0.5596638,56.15737595,101.7413612,32.54739531,53.30569514,467.5033501,north western Indian,western Indian,1,1,Indo-Pacific,6.076639494,5.199156086,-0.144990869,4.006136521,0.600684534,1556.421491,986.5797804,569.8417106,0.366123003,756.8491341,-0.510545521,0.810636568,958.8754712,1202.421172,312.072993,693.7329922,130.5264223,40779.9755753232,0.00231573180459,225
14.5,0,49.5,1,0.005780347,0.035507845,0.153592073,0.194414412,0.162041351,7,43,186,235.4358525,196.2320758,54,54,1210,7.098375639,626,0.03,0.005833333,0.28,2.299836106,0.028136433,36.05408086,27.93330403,5.399247298,8.155605316,1.861802,0.01992,36.039381,27.793785,5.219999,8.15335083,1.861802,0.01992,36.039381,27.793785,5.219999,8.15335083,3.536947456,0.557198123,55.5596586,100.8657118,32.46442149,53.64380165,463.4694215,north western Indian,western Indian,1,1,Indo-Pacific,4.359250713,4.002956574,-0.482142022,3.183039494,0.328013615,1474.935191,934.9274892,540.0077017,0.366123003,766.9911661,-0.558934711,0.563383377,974.5641475,1197.111852,300.5502178,688.4236723,119.0036472,41241.840211911,0.002316473209696,227
14.5,0,50.5,0,0.005770816,0.037098104,0.154987634,0.197556849,0.164548626,7,45,188,239.6364576,199.5974829,54,54,1212,7.100027167,624,0.01,0.003263889,0.278,2.15960795,0.025064691,36.04426959,27.8647247,5.584627345,8.154830933,1.733853,0.018023,35.992184,27.605108,5.300001,8.151309967,1.733853,0.018023,35.992184,27.605108,5.300001,8.151309967,3.538,0.555388153,55.6143211,100.8671818,32.47787129,53.60066007,467.0354785,north western Indian,western Indian,1,1,Indo-Pacific,3.678273216,3.676631354,-0.6540116,2.814331006,0.251479304,1462.034936,926.7503144,535.2846216,0.366123003,768.25892,-0.490794151,0.648710561,972.3635424,1206.871141,295.3107262,698.1829609,113.7641555,41286.2863320391,0.002311816241376,226
14.5,0,74.5,0,0.003684598,0.033161385,0.138540899,0.175003608,0.146487981,5,45,188,237.4798967,198.7841897,37,37,1356,7.212294469,685,0.03,0.160833333,0.4,2.507387596,0.022793692,35.13365177,28.50305806,3.937396846,8.0941204,1.702898,0.010676,35.089548,28.380447,3.790001,8.086202621,1.702898,0.010676,35.089548,28.380447,3.790001,8.086202621,3.535412027,0.549536382,54.99437622,99.20341695,32.40589233,58.90339233,469.3067847,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,4.134187148,1.692715373,-1.376972152,2.129056273,-0.130414795,1332.296832,974.8498938,357.4469382,0.268293769,992.1936495,-1.045978678,-0.323757272,1118.520103,1135.255851,257.3680732,786.7102465,132.9750526,45051.0192987424,0.002608137468489,232
14.5,0,93.5,1,0.005003127,0.031269543,0.140087555,0.173198305,0.145387585,8,50,224,276.9440893,232.4747484,64,64,1598,7.376508126,767,0.07,0.032777778,0.68,0.731312667,0.002931958,31.6282632,28.61448758,5.009682493,8.194007026,0.628423,0.001866,31.191382,28.493301,4.84,8.192000389,0.628423,0.001866,31.191382,28.493301,4.84,8.192000389,3.524010057,0.560418053,52.29311456,93.75783793,31.82447434,62.89549437,442.3022528,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,0.256995494,-1.788542163,0.307676939,-2.702016341,0.545413477,1711.214687,996.8819861,714.3327005,0.417441894,930.9278527,-0.966449735,-1.232834196,1321.055911,1623.844056,380.4790584,1020.954361,165.3127524,50735.7003448326,0.002812305988248,253
14.5,0,97.5,1,0.004608295,0.031682028,0.142281106,0.17423505,0.147657022,8,55,247,302.4720475,256.3325895,63,63,1735,7.458762692,808,0.03,0.319583333,0.346,0.588108324,0.00164711,29.39876468,28.84242963,4.427241882,8.208521412,0.439579,0.000531,28.323295,28.700096,4.24,8.203834534,0.439579,0.000531,28.323295,28.700096,4.24,8.203834534,3.512645012,0.564805132,49.80808333,89.63738339,31.33749856,59.79020173,416.4599424,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,0.822109843,-3.099211602,1.26575221,-4.793136497,0.286612594,3007.192346,1766.717174,1240.475171,0.41250277,1019.307695,-0.972180057,0.098213123,1432.527952,2268.897655,448.4647488,1675.428112,236.6604163,53591.4111525099,0.002939133169085,266
14.5,0,120.5,0,0.00645682,0.027441485,0.154560129,0.183394906,0.159408461,16,68,383,454.4525766,395.0141657,82,82,2477,7.814803429,982,0.22,0.160625,0.504,1.773048176,0.018524857,31.87774024,28.62795155,4.10878978,8.200827574,0.96197,0.002788,31.369398,28.41538,3.770458,8.194245338,0.96197,0.002788,31.369398,28.41538,3.770458,8.194245338,3.480800654,0.546429898,41.19718361,75.98840215,29.37049253,63.37101332,378.9430763,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,2.195699645,-0.769006142,0.914676982,-1.625712121,0.026889223,2426.109073,1214.090987,1212.018086,0.499572793,1239.558192,-0.756584359,-0.367865265,2022.547423,1949.470502,463.6858651,1177.018081,188.0040355,67159.6418287258,0.003174156829888,300
14.5,0,121.5,1,0.006329114,0.026503165,0.153481013,0.181825031,0.158559856,16,67,388,459.6536785,400.8393154,82,82,2527,7.834788107,977,0.21,0.027152778,0.496,1.759142962,0.023886442,33.45007408,28.40278108,4.939577558,8.18038737,1.430338,0.01387,32.812056,28.37022,4.555141,8.178337097,1.430338,0.01387,32.812056,28.37022,4.555141,8.178337097,3.474659728,0.548090053,40.74427974,75.51844396,29.24916502,63.15670756,377.2275425,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,3.80582995,1.502422058,0.505645592,0.352824169,0.346299902,2063.093679,1032.428208,1030.665472,0.499572793,1264.579552,-0.809698363,-0.455352999,2067.346322,1688.403687,438.4179973,915.9512661,162.7361678,67784.409679113,0.003181959311596,301
14.5,0,122.5,0,0.00742268,0.027216495,0.154226804,0.184601923,0.159744356,18,66,374,447.6596626,387.3800643,82,82,2424,7.793174347,961,0.47,0.168125,0.472,1.376422032,0.012106468,33.70799562,28.50204069,4.795961935,8.174678296,0.957122,0.003029,32.951777,28.380335,4.432219,8.169938087,0.957122,0.003029,32.951777,28.380335,4.432219,8.169938087,3.482090796,0.552729739,41.82834226,76.80683288,29.6707137,64.95338284,387.9719472,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,1.065140082,-0.507974253,-0.231052476,-0.694823812,0.343555865,2100.828035,1051.311506,1049.516529,0.499572793,1213.03555,-0.664130131,-0.158482693,1976.340337,1759.277608,427.7621581,986.8251871,152.0803286,65885.9072135593,0.003088390762158,300
14.5,0,123.5,1,0.00719729,0.028365792,0.155800169,0.186979296,0.161439542,17,67,368,441.6450967,381.3201993,82,82,2361,7.766840537,951,0.14,0.054097222,0.411,1.082611292,0.004828028,33.91084744,28.70964021,4.344050028,8.169645296,0.819451,0.0015,33.716417,28.610485,3.99,8.166999817,0.819451,0.0015,33.716417,28.610485,3.99,8.166999817,3.482071031,0.556349268,42.17369442,77.45373983,29.75860229,63.92249047,389.7115629,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,0.11608228,-1.35227389,-0.551507371,-0.391132812,0.377165745,2194.012482,1097.943538,1096.068943,0.499572793,1181.508636,-0.631259325,0.135970679,1919.354903,1793.911949,425.6941415,1021.459528,150.012312,64653.9283987644,0.003064615691657,302
14.5,0,124.5,0,0.007465964,0.028546333,0.158541941,0.189346698,0.163593841,17,65,361,431.1424308,372.5031754,82,82,2276,7.730174795,922,0.03,0.012083333,0.529,0.83841341,0.001831861,34.0468374,28.85695463,4.092701694,8.169756269,0.743794,0.001037,33.868183,28.705902,3.869999,8.166999817,0.743794,0.001037,33.868183,28.705902,3.869999,8.166999817,3.47816245,0.561205345,42.32293452,78.45535975,29.67207821,60.70386643,387.6599297,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-0.32942052,-1.781716072,-0.658159611,-0.353230234,0.412833519,1961.752762,981.7144555,980.0383065,0.499572793,1138.972323,-0.566802017,-0.246115393,1844.857569,1685.963601,416.8954022,913.5111798,141.2135727,63238.5315791589,0.003057627800902,298
